-0.057943,0.0088415,0.004667,150.62,5.205e-06,0.45,2.6115e-07
-0.060275,0.0033702,-0.002515,151.8,3.4112e-06,0.44993,0.022499
-0.05922,0.0086528,-0.0054598,148.8,1.9834e-06,0.44973,0.044994
-0.059157,0.010592,-0.00022091,149.57,8.2603e-07,0.44939,0.067481
-0.058048,-0.0049717,0.0027146,150.07,-1.4966e-07,0.44892,0.089954
-0.060704,0.0093582,0.0032769,148.8,-1.0262e-06,0.44831,0.11241
-0.058861,0.013495,0.0028886,151.5,-1.8802e-06,0.44757,0.13485
-0.057942,0.00042041,0.0037115,149.28,-2.783e-06,0.44669,0.15726
-0.058041,-0.014372,-0.0014682,151.14,-3.8005e-06,0.44568,0.17964
-0.060213,0.00314,0.0049939,148.24,-4.9944e-06,0.44454,0.20198
-0.059999,-0.0096598,-0.0032116,148.51,-6.4216e-06,0.44326,0.22429
-0.060844,0.0050367,-0.0061558,149.38,-8.1355e-06,0.44185,0.24655
-0.061319,0.0012915,0.0029939,149.73,-1.0185e-05,0.4403,0.26877
-0.057998,0.010177,0.0070187,148.99,-1.2617e-05,0.43862,0.29094
-0.061381,0.015556,0.00011777,148.96,-1.5474e-05,0.43681,0.31305
-0.057557,-0.0040807,-0.00566,149.15,-1.8797e-05,0.43486,0.3351
-0.061907,-0.0015284,-0.0029183,151.93,-2.2622e-05,0.43278,0.35708
-0.059697,0.014645,-0.0052692,150.7,-2.6985e-05,0.43057,0.379
-0.061131,-0.0012312,-0.0011231,151.16,-3.1918e-05,0.42823,0.40085
-0.057998,-0.013356,0.0036353,149,-3.7454e-05,0.42575,0.42262
-0.059697,0.005771,-0.0042001,148.05,-4.3621e-05,0.42315,0.44431
-0.059398,-0.0067625,0.0038317,147.95,-5.0446e-05,0.42041,0.46591
-0.06067,-0.00015495,-0.00099245,150.01,-5.7956e-05,0.41755,0.48743
-0.058208,-0.012606,0.00098671,149.57,-6.6176e-05,0.41455,0.50885
-0.059624,0.0069239,0.0054372,148.33,-7.5128e-05,0.41143,0.53017
-0.061548,0.0027878,-0.0060422,151.34,-8.4836e-05,0.40818,0.5514
-0.060752,-0.0026431,-0.0021224,151.25,-9.5321e-05,0.4048,0.57251
-0.061806,-0.0035469,0.0069306,151.51,-0.0001066,0.40129,0.59352
-0.059688,-0.0094122,0.0067955,150.64,-0.0001187,0.39765,0.61442
-0.059851,-0.0076382,-0.0051744,150.41,-0.00013164,0.39389,0.63519
-0.057872,0.0080041,-0.0046641,150.06,-0.00014543,0.39001,0.65584
-0.057689,0.0057586,0.0065747,149.39,-0.00016009,0.38599,0.67637
-0.058782,-0.0040504,-0.0036622,150.26,-0.00017563,0.38186,0.69677
-0.058124,-0.0050583,-0.0051911,150.01,-0.00019209,0.3776,0.71703
-0.057745,-0.0014506,2.0236e-05,149.56,-0.00020946,0.37322,0.73715
-0.058236,-0.014055,0.00011643,150.85,-0.00022776,0.36871,0.75713
-0.058113,0.0048273,-0.00024198,149.21,-0.00024702,0.36409,0.77697
-0.058352,0.0035819,-0.0047918,150.5,-0.00026724,0.35934,0.79665
-0.061182,0.0038181,0.007021,148.29,-0.00028843,0.35447,0.81618
-0.060632,0.015562,0.0019948,151.22,-0.00031061,0.34949,0.83555
-0.06056,0.017541,-0.0042742,149.8,-0.00033379,0.34438,0.85476
-0.06127,-0.012423,0.0033424,148.89,-0.00035798,0.33916,0.8738
-0.059317,0.0013988,-0.0014238,149.11,-0.00038319,0.33382,0.89268
-0.057986,0.0047221,0.0059073,147.98,-0.00040943,0.32837,0.91137
-0.060448,-0.0093012,-0.0045036,151.52,-0.00043671,0.3228,0.92989
-0.060659,0.0091949,-0.0021684,151.67,-0.00046504,0.31712,0.94823
-0.058794,-0.0025761,-0.0041281,148.78,-0.00049442,0.31133,0.96639
-0.06103,-0.0051127,-0.001576,150.12,-0.00052486,0.30542,0.98435
-0.059242,0.0023896,-0.0048672,150.27,-0.00055637,0.2994,1.0021
-0.057948,-0.0056239,0.0042749,150.98,-0.00058894,0.29328,1.0197
-0.060811,0.0036323,0.0055337,149.61,-0.00062259,0.28704,1.0371
-0.06055,-0.01118,0.0066357,149.5,-0.00065731,0.2807,1.0542
-0.060117,0.0092317,-0.0011194,149.31,-0.0006931,0.27425,1.0712
-0.060262,0.001519,-0.0014637,148.9,-0.00072997,0.2677,1.0879
-0.060349,0.0050879,0.0010073,150.03,-0.00076791,0.26104,1.1045
-0.057547,0.00090964,0.0036858,149.62,-0.00080691,0.25427,1.1208
-0.061661,0.016833,0.001334,150.31,-0.00084698,0.24741,1.1369
-0.058276,-0.0096988,0.00083082,148.38,-0.0008881,0.24044,1.1528
-0.06006,0.0014671,-0.0049416,150.03,-0.00093027,0.23338,1.1684
-0.058534,0.0018386,0.0017561,148.84,-0.00097348,0.22621,1.1838
-0.059733,0.00081039,-0.0041664,151.35,-0.0010177,0.21895,1.199
-0.058597,0.018392,0.0022528,148.84,-0.001063,0.21159,1.2139
-0.060166,-0.0093019,0.0027863,149.35,-0.0011092,0.20414,1.2286
-0.058144,-0.011837,0.0014634,149.03,-0.0011565,0.19659,1.243
-0.060406,0.0073344,0.001753,149.24,-0.0012047,0.18895,1.2572
-0.060609,-0.0068832,-0.0040809,147.98,-0.0012538,0.18122,1.2711
-0.057853,0.01709,0.0017866,150.13,-0.0013039,0.17341,1.2848
-0.058008,0.0069175,0.000687,148.15,-0.0013549,0.1655,1.2982
-0.059741,0.019042,-0.0025935,150.71,-0.0014068,0.1575,1.3114
-0.058227,0.012392,0.0071635,149.77,-0.0014595,0.14942,1.3243
-0.0602,-0.0013757,0.0038557,148.18,-0.0015131,0.14126,1.3369
-0.060724,0.02057,0.0054732,149.73,-0.0015675,0.13301,1.3492
-0.059758,0.0063439,0.0064561,150.84,-0.0016226,0.12468,1.3613
-0.05914,0.0014418,0.0056043,151.17,-0.0016785,0.11627,1.3731
-0.057537,0.010177,0.0044343,149.86,-0.0017351,0.10778,1.3846
-0.058202,0.019392,-0.0036364,150.23,-0.0017923,0.099213,1.3958
-0.057277,0.01202,0.005637,149.56,-0.0018502,0.090572,1.4067
-0.060475,0.012471,-0.00086302,150.59,-0.0019087,0.081856,1.4174
-0.059849,0.0022378,0.0042659,148.59,-0.0019678,0.073067,1.4277
-0.060436,0.017842,-0.0019607,152.04,-0.0020274,0.064207,1.4378
-0.060572,-0.0089568,-0.0009996,149.23,-0.0020875,0.055277,1.4475
-0.060699,0.0018208,0.001021,149.6,-0.002148,0.046279,1.457
-0.060545,0.0085681,-0.0040961,148.22,-0.0022089,0.037214,1.4661
-0.059243,0.016519,-0.0026093,150.57,-0.0022702,0.028085,1.475
-0.058892,0.0023048,-0.0024102,149.18,-0.0023319,0.018891,1.4835
-0.058301,0.019218,-0.00061344,150.57,-0.0023939,0.0096358,1.4917
-0.06071,-0.0006856,-0.0026098,151.12,-0.0024561,0.00032006,1.4996
-0.060029,0.0076007,-0.0023522,152.01,-0.0025185,-0.0090544,1.5072
-0.059604,-0.0020295,0.0046436,148.81,-0.0025811,-0.018486,1.5145
-0.059609,0.016246,-0.0050686,148.04,-0.0026439,-0.027973,1.5214
-0.061434,0.013959,-0.0046996,149.1,-0.0027068,-0.037514,1.528
-0.05782,0.0023955,0.0046744,149.99,-0.0027697,-0.047107,1.5343
-0.058196,0.0092589,0.002683,148.66,-0.0028328,-0.056751,1.5403
-0.057155,0.0047568,-0.00094166,149.95,-0.0028959,-0.066444,1.5459
-0.059201,0.0095805,0.0012166,149.36,-0.002959,-0.076183,1.5512
-0.059586,0.014452,0.0055721,151.8,-0.003022,-0.085969,1.5562
-0.058008,-0.0068819,0.0050082,149.39,-0.0030851,-0.095798,1.5608
-0.058671,0.023991,-0.00084714,149.38,-0.0031482,-0.10567,1.5651
-0.059877,0.013618,-0.0049621,148.15,-0.0032112,-0.11558,1.569
-0.061219,0.010635,0.00011886,150.22,-0.0032742,-0.12553,1.5726
-0.060962,0.016982,0.0024961,150.82,-0.0033372,-0.13552,1.5758
-0.058125,0.014981,-0.00027307,150.73,-0.0033997,-0.14554,1.5787
-0.05988,0.016945,-0.0038621,149.15,-0.0034616,-0.15559,1.5813
-0.057778,-0.00049266,0.0021965,151.57,-0.0035226,-0.16568,1.5835
-0.058371,0.004716,0.0060456,148.1,-0.0035828,-0.1758,1.5853
-0.060519,0.0055597,-0.0045441,148.93,-0.0036423,-0.18594,1.5868
-0.056842,0.012932,-0.0028329,150.9,-0.0037009,-0.19611,1.588
-0.057352,0.0013924,0.0081277,151.79,-0.0037587,-0.20631,1.5887
-0.060297,0.0088475,-0.0012905,150.25,-0.0038157,-0.21653,1.5892
-0.060143,0.013915,-0.0035102,151.57,-0.0038717,-0.22676,1.5892
-0.060731,0.012148,0.0011637,148.71,-0.0039268,-0.23702,1.5889
-0.057611,-0.0019748,-0.0012552,151.07,-0.003981,-0.2473,1.5883
-0.060912,-0.0044541,-0.0049523,149.13,-0.0040342,-0.25759,1.5872
-0.059701,0.0082213,-0.005327,150.39,-0.0040863,-0.26789,1.5858
-0.060992,0.0005479,0.0012391,150.06,-0.0041373,-0.27821,1.5841
-0.056657,-0.0028411,-0.0043587,149.07,-0.0041872,-0.28853,1.5819
-0.060741,0.026085,0.0062865,148.27,-0.0042358,-0.29886,1.5794
-0.060638,0.022107,0.0016229,150.64,-0.0042833,-0.3092,1.5765
-0.059804,0.0079921,0.0028082,151.17,-0.0043294,-0.31954,1.5733
-0.059053,0.020056,0.0053803,152.02,-0.0043742,-0.32989,1.5697
-0.059799,0.0040747,-0.0039424,152.01,-0.0044175,-0.34024,1.5657
-0.056653,0.0026868,0.0022666,151.98,-0.0044595,-0.35058,1.5613
-0.060215,0.024681,0.0029699,150.48,-0.0044999,-0.36092,1.5566
-0.058522,0.0094845,0.0035478,148.55,-0.0045387,-0.37126,1.5515
-0.060195,0.021844,0.007283,151.62,-0.0045759,-0.38159,1.546
-0.060717,0.020399,-0.00073637,148.56,-0.0046114,-0.39191,1.5402
-0.056667,0.023164,-0.00027685,150.03,-0.0046452,-0.40222,1.5339
-0.058099,0.015042,0.0038816,148.75,-0.0046772,-0.41251,1.5273
-0.056946,0.027546,0.0070677,149.48,-0.0047074,-0.4228,1.5203
-0.059957,-0.0016935,0.0048615,150.01,-0.0047356,-0.43306,1.513
-0.060805,0.020964,-0.0035389,149.29,-0.004762,-0.44331,1.5052
-0.058477,0.015151,0.0053597,149.44,-0.0047863,-0.45354,1.4971
-0.0607,0.0077538,0.0072257,150.05,-0.0048086,-0.46374,1.4886
-0.060783,0.026118,0.00040489,150.66,-0.0048288,-0.47392,1.4797
-0.057519,-0.002801,0.0028162,150.02,-0.0048469,-0.48408,1.4705
-0.058625,0.0091832,0.0035793,151.58,-0.0048628,-0.49421,1.4609
-0.057792,0.015783,-0.0049524,150.7,-0.0048764,-0.5043,1.4509
-0.056637,0.016539,0.0017397,149.97,-0.0048878,-0.51437,1.4405
-0.060013,0.011721,0.0045171,149.28,-0.0048969,-0.5244,1.4297
-0.059436,0.017028,0.0017069,149.41,-0.0049037,-0.5344,1.4186
-0.05673,0.0023486,0.0023177,149.62,-0.004908,-0.54436,1.4071
-0.057245,0.016203,0.00086359,149.24,-0.00491,-0.55428,1.3952
-0.056756,0.01853,0.0033508,151.96,-0.0049095,-0.56416,1.383
-0.05891,-0.0008005,-0.0023849,150.26,-0.0049065,-0.574,1.3704
-0.058035,0.025549,-0.0044351,152.04,-0.004901,-0.58379,1.3574
